,x,y,z,t,batnum,emission_point
0,0.570870870870871,4.457957957957958,3.4249249249249254,0.0,1,False
1,0.5993418217421693,4.444050032064919,3.4100133178604928,0.002,1,False
2,0.6276134014626211,4.4302004718327,3.3952426006300076,0.004,1,False
3,0.6556861497033442,4.416409176769862,3.3806123364009593,0.006,1,False
4,0.6835606061354558,4.402676046384966,3.366122088340835,0.008,1,False
5,0.7112373104300745,4.3890009801865775,3.3517714196171258,0.01,1,False
6,0.7387168022583178,4.375383877683257,3.337559893397321,0.012,1,False
7,0.7659996212913041,4.361824638383569,3.3234870728489114,0.014,1,False
8,0.7930863072001505,4.348323161796074,3.3095525211393837,0.016,1,False
9,0.8199773996559753,4.334879347429336,3.295755801436229,0.018000000000000002,1,False
10,0.8466734383298965,4.3214930947919195,3.282096476906939,0.02,1,False
11,0.8731749628930313,4.308164303392382,3.2685741107189985,0.022,1,False
12,0.8994825130164985,4.294892872739292,3.2551882660399007,0.024,1,False
13,0.9255966283714153,4.281678702341209,3.241938506037133,0.026000000000000002,1,False
14,0.9515178486288997,4.2685216917066935,3.228824393878185,0.028,1,False
15,0.9772467134600697,4.255421740344313,3.2158454927305478,0.03,1,False
16,1.0027837625360432,4.242378747762628,3.20300136576171,0.032,1,False
17,1.0281295355279376,4.229392613470199,3.1902915761391597,0.034,1,False
18,1.053284572106871,4.216463236975592,3.177715687030388,0.036000000000000004,1,False
19,1.0782494119439618,4.203590517787368,3.1652732616028842,0.038,1,False
20,1.1030245947103272,4.1907743554140895,3.1529638630241372,0.04,1,False
21,1.1276106600770854,4.178014649364321,3.140787054461637,0.042,1,False
22,1.1520081477153543,4.165311299146622,3.1287423990828738,0.044,1,False
23,1.1762175972962514,4.1526642042695565,3.1168294600553343,0.046,1,False
24,1.2002395484908945,4.140073264241689,3.105047800546511,0.048,1,False
25,1.2240745409704024,4.127538378571579,3.0933969837238915,0.05,1,False
26,1.2477231144058918,4.115059446767791,3.081876572754967,0.052000000000000005,1,False
27,1.2711858084684813,4.102636368338888,3.0704861308072244,0.054,1,False
28,1.2944631628292884,4.090269042793432,3.0592252210481554,0.056,1,False
29,1.3175557171594314,4.077957369639985,3.0480934066452487,0.058,1,False
30,1.3404640111300277,4.065701248387111,3.0370902507659943,0.06,1,False
31,1.3631885844121954,4.053500578543371,3.0262153165778796,0.062,1,False
32,1.385729976677052,4.041355259617329,3.015468167248397,0.064,1,False
33,1.4080887275957161,4.029265191117548,3.0048483659450347,0.066,1,False
34,1.4302653768393048,4.017230272552589,2.994355475835282,0.068,1,False
35,1.4522604640789365,4.005250403431014,2.983989060086628,0.07,1,False
36,1.4740745289857287,3.99332548326139,2.9737486818665637,0.07200000000000001,1,False
37,1.4957081112307995,3.981455411552275,2.963633904342576,0.074,1,False
38,1.5171617504852666,3.969640087812234,2.953644290682157,0.076,1,False
39,1.538435986420248,3.9578794115498286,2.9437794040527945,0.078,1,False
40,1.5595313587068615,3.946173282273622,2.934038807621979,0.08,1,False
41,1.5804484070162252,3.9345215994921774,2.9244220645571994,0.082,1,False
42,1.6011876710194566,3.922924262714056,2.914928738025946,0.084,1,False
43,1.6217496903876736,3.9113811714478213,2.9055583911957057,0.08600000000000001,1,False
44,1.642135004791994,3.899892225202035,2.8963105872339705,0.088,1,False
45,1.6623441539035357,3.888457323485262,2.88718488930823,0.09,1,False
46,1.6823776773934176,3.8770763658060634,2.878180860585973,0.092,1,False
47,1.7022361149327563,3.865749251673002,2.8692980642346892,0.094,1,False
48,1.7219200061926698,3.85447588059464,2.860536063421866,0.096,1,False
49,1.7414298908442762,3.843256152079541,2.851894421314996,0.098,1,False
50,1.760766308558693,3.8320899656362655,2.843372701081566,0.1,1,False
51,1.7799297990070393,3.820977220773379,2.834970465889068,0.10200000000000001,1,False
52,1.7989209018604315,3.8099178169994423,2.826687278904989,0.10400000000000001,1,False
53,1.8177401567899878,3.798911653823018,2.8185227032968196,0.106,1,False
54,1.8363881034668266,3.7879586307526707,2.8104763022320505,0.108,1,False
55,1.8548652815620656,3.777058647296961,2.802547638878169,0.11,1,False
56,1.8731722307468228,3.766211602964453,2.794736276402666,0.112,1,False
57,1.891309490692215,3.7554173972637073,2.787041777973031,0.114,1,False
58,1.9092776010693615,3.744675929703287,2.7794637067567516,0.116,1,False
59,1.9270771015493797,3.733987099791758,2.7720016259213205,0.11800000000000001,1,False
60,1.9447085318033868,3.7233508070376797,2.764655098634224,0.12,1,False
61,1.962172431502501,3.7127669509496157,2.7574236880629543,0.122,1,False
62,1.979469340317841,3.7022354310361276,2.750306957374999,0.124,1,False
63,1.996599797920523,3.691756146805778,2.7433044697378475,0.126,1,False
64,2.013564343981667,3.6813289977671326,2.7364157883189897,0.128,1,False
65,2.030363518172389,3.6709538834287505,2.7296404762859154,0.13,1,False
66,2.0469978601638084,3.660630703299196,2.7229780968061146,0.132,1,False
67,2.063467909627041,3.6503593568870314,2.716428213047075,0.134,1,False
68,2.0797742062332065,3.64013974370082,2.709990388176288,0.136,1,False
69,2.095917289653422,3.6299717632491237,2.703664185361242,0.138,1,False
70,2.111897699558806,3.619855315040505,2.6974491677694266,0.14,1,False
71,2.1277159756204753,3.6097902985835266,2.6913448985683317,0.14200000000000002,1,False
72,2.1433726575095493,3.5997766133867515,2.6853509409254452,0.14400000000000002,1,False
73,2.1588682848971437,3.5898141589587422,2.679466858008259,0.146,1,False
74,2.174203397454378,3.579902834808061,2.6736922129842604,0.148,1,False
75,2.1893785348523696,3.5700425404432714,2.668026569020941,0.15,1,False
76,2.2043942367622367,3.560233175372936,2.662469489285789,0.152,1,False
77,2.2192510428550967,3.5504746391056154,2.6570205369462934,0.154,1,False
78,2.233949492802068,3.5407668311498752,2.6516792751699443,0.156,1,False
79,2.2484901262742683,3.5311096510142757,2.6464452671242307,0.158,1,False
80,2.2628734829428145,3.521502998207382,2.641318075976644,0.16,1,False
81,2.2771001024788258,3.511946772237754,2.636297264894671,0.162,1,False
82,2.2911705245534195,3.5024408726139558,2.6313823970458023,0.164,1,False
83,2.3050852888377134,3.4929851988445497,2.626573035597528,0.166,1,False
84,2.318844935002825,3.4835796504380987,2.6218687437173367,0.168,1,False
85,2.332450002719873,3.474224126903165,2.617269084572718,0.17,1,False
86,2.3459010316599747,3.464918527748311,2.6127736213311614,0.17200000000000001,1,False
87,2.359198561494248,3.4556627524821004,2.6083819171601568,0.17400000000000002,1,False
88,2.372343131893811,3.446456700613097,2.6040935352271943,0.176,1,False
89,2.3853352825297813,3.4373002716498586,2.599908038699761,0.178,1,False
90,2.3981755530732776,3.4281933651009524,2.5958249907453483,0.18,1,False
91,2.4108644831954167,3.4191358804749394,2.5918439545314453,0.182,1,False
92,2.4234026125673167,3.410127717280382,2.5879644932255417,0.184,1,False
93,2.435790480860095,3.4011687750258432,2.5841861699951254,0.186,1,False
94,2.4480286277448715,3.3922589532198857,2.5805085480076886,0.188,1,False
95,2.4601175928927614,3.383398151371072,2.576931190430718,0.19,1,False
