,x,y,z
0,3.085,0.886,0.5989999999999999
1,3.678,0.0,0.0
2,2.2299999999999995,1.5339999999999998,0.0339999999999999
3,3.368,1.125,1.7529999999999997
4,0.0,2.178,1.648
5,0.1789999999999998,2.607,0.939
6,0.3409999999999997,3.0650000000000004,1.629
7,0.6159999999999997,3.751,0.938
8,0.8079999999999998,4.485,1.633
9,1.7849999999999997,4.746,1.634
